Price,Location,Address,Erf Size,Link,Date Added
R 450 000,Koringberg,N/A,1 675 m²,https://www.property24.com/vacant-land-for-sale/moorreesburg/western-cape/419,2025-01-15
R 980 000,Moorreesburg,N/A,1 909 m²,https://www.property24.com/vacant-land-for-sale/moorreesburg/western-cape/419,2025-01-15
R 450 000,Steynsburg,N/A,786 m²,https://www.property24.com/vacant-land-for-sale/moorreesburg/western-cape/419,2025-01-15
R 435 000,Moorreesburg,N/A,1 983 m²,https://www.property24.com/vacant-land-for-sale/moorreesburg/western-cape/419,2025-01-15
R 380 000,Moorreesburg,N/A,905 m²,https://www.property24.com/vacant-land-for-sale/moorreesburg/western-cape/419,2025-01-15
R 475 000,Koringberg,490 Zambezi,1 390 m²,https://www.property24.com/vacant-land-for-sale/moorreesburg/western-cape/419,2025-01-15
R 350 000,Hooikraal,N/A,1 982 m²,https://www.property24.com/vacant-land-for-sale/moorreesburg/western-cape/419,2025-01-15
R 350 000,Koringberg,489 Hoofstraat,1 341 m²,https://www.property24.com/vacant-land-for-sale/moorreesburg/western-cape/419,2025-01-15
R 320 000,Hooikraal,N/A,2 607 m²,https://www.property24.com/vacant-land-for-sale/moorreesburg/western-cape/419,2025-01-15
R 480 000,Koringberg,20 Hoopvol,1 093 m²,https://www.property24.com/vacant-land-for-sale/moorreesburg/western-cape/419,2025-01-15
R 300 000,Moorreesburg,N/A,410 m²,https://www.property24.com/vacant-land-for-sale/moorreesburg/western-cape/419,2025-01-15
R 435 000,Moorreesburg,N/A,1 983 m²,https://www.property24.com/vacant-land-for-sale/moorreesburg/western-cape/419,2025-01-15
R 610 000,Moorreesburg,N/A,2 974 m²,https://www.property24.com/vacant-land-for-sale/moorreesburg/western-cape/419,2025-01-15
R 385 000,Moorreesburg,N/A,905 m²,https://www.property24.com/vacant-land-for-sale/moorreesburg/western-cape/419,2025-01-15
R 399 000,Moorreesburg,N/A,599 m²,https://www.property24.com/vacant-land-for-sale/moorreesburg/western-cape/419,2025-01-15
R 3 995 000,Gondwana Game Reserve,N/A,300 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 6 400 000,Mossel Bay Central,12 10th Avenue,2 717 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 1 420 000,Dana Bay,5 Protea,892 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 2 595 000,Dana Bay,16 P. Repens Street,718 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 659 000,Vakansieplaas,Ooruil 18,204 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 778 050,Vakansieplaas,16 Ooruil Street,276 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 781 000,Vakansieplaas,Stormswael 13,276 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 660 450,Vakansieplaas,14 Ooruil Street,202 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 1 950 000,Dana Bay,51 A. Ferrox Street,869 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 2 050 000,Dana Bay,11 P. Grandiceps Street,810 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 6 400 000,Mossel Bay Central,12 10th Avenue,2 717 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 2 595 000,Dana Bay,16 P.repens Street,717 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 1 295 000,Dana Bay,3 P. Pendula Street,871 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 1 995 000,Dana Bay,21 P. Longifolia Street,897 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 1 400 000,Dana Bay,67 P. Lorea Street,892 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 3 800 000,Springerbaai Eco Estate,84 Boegoebult,2 779 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 3 990 000,Pinnacle Point Golf Estate,63 Fairways,1 329 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 1 692 000,Island View,N/A,800 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 2 980 000,Mossel Bay Golf Estate,187 Hellmuthia Drive,895 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 1 150 000,Island View,N/A,800 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 2 600 000,Mossel Bay Central,5 17th Ave,1 400 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 1 245 000,Island View,12 Feiling Street,936 m²,https://www.property24.com/vacant-land-for-sale/mossel-bay/western-cape/317,2025-01-15
R 2 900 000,Napier,13 Jubileum Street,9 463 m²,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 350 000,Napier,2 Karee Lane,1 038 m²,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 750 000,Napier,114c Sarel Cilliers Street,796 m²,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 1 750 000,Napier,44 Jubileum Street,2 231 m²,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 325 000,Napier,N/A,1 485 m²,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 2 900 000,Napier,N/A,10.7 ha,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 350 000,Napier,N/A,1 000 m²,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 1 375 000,Napier,N/A,1.04 ha,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 149 000,Napier,46 Hertzog Street,1 580 m²,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 425 000,Napier,N/A,1 115 m²,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 250 000,Napier,50 Hertzog Street,1 475 m²,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 1 295 000,Napier,1 Bodorp Street,3 000 m²,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 370 000,Napier,53 Hertzog Street,1 497 m²,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 495 000,Napier,20 Cilliers Street,1 000 m²,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 1 700 000,Napier,13b Jubileum Street,4 731.5 m²,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 495 000,Napier,20 Cilliers Street,1 000 m²,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 1 700 000,Napier,N/A,4 731.5 m²,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 300 000,Napier,N/A,1 103 m²,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 430 000,Napier,30 Kort Street,945 m²,https://www.property24.com/vacant-land-for-sale/napier/western-cape/406,2025-01-15
R 3 400 000,Crofters Valley,1a Seascape Road,1 008 m²,https://www.property24.com/vacant-land-for-sale/noordhoek/western-cape/479,2025-01-15
R 3 400 000,Crofters Valley,1a Seascape Road,1 008 m²,https://www.property24.com/vacant-land-for-sale/noordhoek/western-cape/479,2025-01-15
R 3 495 000,Chapman's Bay Estate,N/A,700 m²,https://www.property24.com/vacant-land-for-sale/noordhoek/western-cape/479,2025-01-15
R 4 500 000,Chapman's Bay Estate,N/A,700 m²,https://www.property24.com/vacant-land-for-sale/noordhoek/western-cape/479,2025-01-15
R 8 950 000,Crofters Valley,N/A,8 000 m²,https://www.property24.com/vacant-land-for-sale/noordhoek/western-cape/479,2025-01-15
R 4 595 000,Chapman's Bay Estate,N/A,724 m²,https://www.property24.com/vacant-land-for-sale/noordhoek/western-cape/479,2025-01-15
R 5 500 000,Chapman's Bay Estate,N/A,717 m²,https://www.property24.com/vacant-land-for-sale/noordhoek/western-cape/479,2025-01-15
R 3 500 000,Chapman's Bay Estate,47 Peers Drive,735 m²,https://www.property24.com/vacant-land-for-sale/noordhoek/western-cape/479,2025-01-15
R 3 495 000,Chapman's Bay Estate,N/A,700 m²,https://www.property24.com/vacant-land-for-sale/noordhoek/western-cape/479,2025-01-15
R 4 495 000,Crofters Valley,N/A,1 100 m²,https://www.property24.com/vacant-land-for-sale/noordhoek/western-cape/479,2025-01-15
R 1 995 000,Sunnydale,N/A,1 336 m²,https://www.property24.com/vacant-land-for-sale/noordhoek/western-cape/479,2025-01-15
R 550 000,De Rust,27 3rd Avenue,845 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 1 500 000,Oudtshoorn Rural,G N12,480 000 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 1 500 000,Oudtshoorn Rural,F N12,580 000 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 1 750 000,Oudtshoorn Rural,N N12,350 000 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 1 750 000,Oudtshoorn Rural,M N12,320 000 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 1 500 000,Oudtshoorn Rural,J N12,500 000 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 1 750 000,Oudtshoorn Rural,L N12,410 000 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 1 750 000,Oudtshoorn Rural,M N12,320 000 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 1 750 000,Oudtshoorn Rural,D N12,515 000 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 1 750 000,Oudtshoorn Rural,C N12,530 000 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 1 750 000,Oudtshoorn Rural,B N12,570 000 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 395 000,De Rust,3 Olienhout Avenue,811 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 750 000,West Bank,N/A,992 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 380 000,De Rust,14 Hoop Street,736 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 450 000,De Rust,N/A,671 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 800 000,Oudtshoorn Rural,N/A,12 912 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 895 000,Oudtshoorn Central,Draai St,1 076 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 1 650 000,Oudtshoorn Rural,N/A,21 088 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 775 000,West Bank,N/A,529 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 990 000,Volmoed,N/A,5.8 ha,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 900 000,Oudtshoorn North,N/A,1 300 m²,https://www.property24.com/vacant-land-for-sale/oudtshoorn/western-cape/326,2025-01-15
R 1 350 000,Groenheuwel,30 Brahams Street,227 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 9 800 000,Pearl Valley Golf & Country Estate,778 The Acres At Pearl Valley,1 545 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 3 249 000,Paryskloof Estate,"Paryskloof Estate, 56 Wildebosch Street",1 317 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 25 000 000,Val de Vie Estate,1447 Val De Vie Estate,4 204 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 7 500 000,Val de Vie Estate,N/A,730 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 6 300 000,Pearl Valley Golf & Country Estate,N/A,1 111 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 6 500 000,Pearl Valley Golf & Country Estate,785 The Acres At Pearl Valley Golf & Country Estate,890 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 4 500 000,Pearl Valley Golf & Country Estate,721 The Acres,1 030 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 9 200 000,Pearl Valley Golf & Country Estate,608 Pearl Valley Golf & Country Estate,1 421 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 13 750 000,Val de Vie Estate,1433 The Reserve,3 816 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 2 699 000,Kleine Parys 2,"12 Kleine Parys Estate 2, 12 Carolina Road",874 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 9 500 000,Val de Vie Estate,N/A,1 577 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 6 500 000,Pearl Valley Golf & Country Estate,N/A,550 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 8 700 000,Val de Vie Estate,N/A,1 357 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 6 500 000,Pearl Valley Golf & Country Estate,N/A,550 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 6 500 000,Pearl Valley Golf & Country Estate,N/A,720 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 5 600 000,La Vue,1502 Val De Vie,741 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 8 500 000,Val de Vie Estate,N/A,1 211 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 16 750 000,The Acres,766 Eagles Nest Lane,3 866 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 4 500 000,Pearl Valley Golf & Country Estate,721 The Acres,1 030 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 12 800 000,Pearl Valley Golf & Country Estate,768 The Acres At Pearl Valley Golf & Country Estate,3 127 m²,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
FromR 6 240 000ToR 14 016 860,N/A,N/A,N/A,https://www.property24.com/vacant-land-for-sale/paarl/western-cape/344,2025-01-15
R 835 000,Clamhall,10 Totius Street,592 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 4 150 000,Baronetcy Estate,N/A,864 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 120 000 000,Modderdam,N/A,86 000 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
POA,Cravenby,85 Daphne Road,753 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 6 950 000,Baronetcy Estate,15 Cambridge Crescent,2 040 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 6 900 000,Baronetcy Estate,15 Cambridge Crescent,2 040 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 4 500 000,Baronetcy Estate,73 Kings Way,844 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 999 900,Cravenby,N/A,522 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 120 000 000,Modderdam,N/A,86 000 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
POA,Plattekloof 3,N/A,5 379 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 810 000,Cravenby,77 Daphne Road,753 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 4 150 000,Baronetcy Estate,"23765 Kensington Crescent, Baronetcy Estate",864 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 3 895 000,Plattekloof 2,10 Amandelboom Street,1 158 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 3 550 000,Parow Central,"352 Voortrekker Rd Len Smiths Autos Bright Orange Building, Parow East, Cape Town, 7500, South Af...",930 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 5 250 000,Baronetcy Estate,N/A,992 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
POA,Beaconvale,39 Linton Close,5 604 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 5 500 000,Baronetcy Estate,107 Kings Way,874 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 4 995 000,Baronetcy Estate,21 Monarch Road,869 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 5 500 000,Baronetcy Estate,N/A,992 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 5 595 000,Baronetcy Estate,N/A,1 030 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 5 200 000,Baronetcy Estate,N/A,927 m²,https://www.property24.com/vacant-land-for-sale/parow/western-cape/436,2025-01-15
R 5 500 000,Bekbaai,5 Draaibos Close,541 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 1 550 000,Bekbaai,N/A,498 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 2 380 000,Voorstrand,28 Strandloper Street,648 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 2 380 000,Voorstrand,28 Strandloper Road,648 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 7 000 000,Paternoster,1 Malgas,1 224 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 1 550 000,Paternoster,49 Sonkwas,498 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 2 150 000,Paternoster,105 Mosselbank Street,425 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 2 350 000,Paternoster,2 Malgas,453 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 2 495 000,Paternoster,7 Petrel Close,326 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 2 850 000,Paternoster,N/A,300 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 2 050 000,Middedorp,6 Inkala Street,677 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 1 950 000,Mosselbank,44 Mosselbank,377 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 7 995 000,Uitkomst AH,N/A,2 500 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 1 290 000,Middedorp,2101 Middedorp,458 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 968 000,Middedorp,2138 Middedorp,323 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 800 000,Middedorp,2123 Middedorp,294 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 998 000,Middedorp,14 Carosini,379 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 1 398 000,Paternoster,41 Middedorp,462 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 2 380 000,Voorstrand,28 Strandloper Road,648 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 1 615 000,Middedorp,2149 Middedorp,658 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 1 720 000,Middedorp,3 Pokke M,640 m²,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
FromR 800 000ToR 1 998 000,N/A,N/A,N/A,https://www.property24.com/vacant-land-for-sale/paternoster/western-cape/429,2025-01-15
R 260 000,Piketberg,N/A,483 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 380 000,Piketberg,N/A,650 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 480 000,Piketberg,N/A,481 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 690 000,Piketberg,4 Culemborg Street,2 000 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 1 850 000,Piketberg,N/A,305 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 230 000,Piketberg,N/A,480 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 270 000,Piketberg,N/A,480 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 380 000,Piketberg,14 Wheatlands Avenue,480 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 925 000,Piketberg Rural,N/A,2.1 ha,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 450 000,Piketberg,9a Piet Retief,809 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 210 000,Eendekuil,Burger,752 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 280 000,Piketberg,N/A,480 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 280 000,Piketberg,"Wheatfields Estate, 8 Wheatlands Avenue",480 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 340 000,Piketberg,N/A,480 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 365 000,Piketberg,"Wheatfields Estate, 50 Bluegum Street",480 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 415 000,Piketberg,N/A,492 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 399 000,Eendekuil,N/A,1 566 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 285 000,Piketberg,"Wheatfields, 30 Bluegum Street",542 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 285 000,Piketberg,N/A,516 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 1 100 000,Piketberg Rural,N/A,162 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 285 000,Piketberg,N/A,516 m²,https://www.property24.com/vacant-land-for-sale/piketberg/western-cape/420,2025-01-15
R 4 800 000,Twin Rivers,N/A,3 570 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 1 350 000,Baron View,N/A,847 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 3 350 000,Whale Rock Heights,8614 Whale Rock Heights,1 011 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 1 280 000,Schoongezicht Estate,8095 Schoongezicht Road,1 250 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 4 500 000,Whale Rock,10240 Maria Street,1 150 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 2 190 000,Whale Rock Heights,8654 Whale Rock Heights,969 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 2 950 000,The Hill,8 Hill Crescent,1 648 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 1 290 000,Baron View,46 Ponta Delgada Avenue,845 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 1 700 000,Whale Rock Heights,"8688 Summer Place, Whale Rock Heights",320 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 2 200 000,Whale Rock Gardens,N/A,694 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 650 000,Schoongezicht Estate,10694 Schoongezicht Country Estate,1 215 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 990 000,Schoongezicht Estate,8804 Piesang Valley Road,869 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 4 500 000,Woodlands,9724 Robberg Road,4 818 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 1 925 000,Baron View,N/A,993 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 980 000,The Hill,38 Hill Crescent,800 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 9 800 000,Robberg Ridge,10266 Robberg Ridge Estate,595 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 2 690 000,Whale Rock,"10255 Whale Rock, 10250 Athina Street",1 098 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 890 000,Schoongezicht Estate,9551 Schoongezicht,583 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 1 900 000,Whale Rock Heights,8652 Whale Rock Heights,1 015 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 1 925 000,Baron View,N/A,993 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 998 000,Wittedrift AH,"17 Wittedrift, 17 Hoof Road",983 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 1 950 000,Baron View,9904 Castelo Branco Avenue,944 m²,https://www.property24.com/vacant-land-for-sale/plettenberg-bay/western-cape/325,2025-01-15
R 1 050 000,Porterville,Buitengracht Street,2 855 m²,https://www.property24.com/vacant-land-for-sale/porterville/western-cape/345,2025-01-15
R 2 780 000,Porterville,47 Voortrekker Street,2 855 m²,https://www.property24.com/vacant-land-for-sale/porterville/western-cape/345,2025-01-15
R 2 780 000,Porterville,47 Voortrekker Street,2 855 m²,https://www.property24.com/vacant-land-for-sale/porterville/western-cape/345,2025-01-15
R 1 100 000,Prince Albert,6 Klip Street,999 m²,https://www.property24.com/vacant-land-for-sale/prince-albert/western-cape/467,2025-01-15
R 425 000,Prince Albert,31 Klip Street,328 m²,https://www.property24.com/vacant-land-for-sale/prince-albert/western-cape/467,2025-01-15
R 950 000,Prince Albert,2803 Waterkop,7.8 ha,https://www.property24.com/vacant-land-for-sale/prince-albert/western-cape/467,2025-01-15
